ID,neighbourhood,date,buildingType,Tenure,Size,pricePsf,Price,Floors,state,area,latitude,longitude
751,RESIDENSI DAMAI INDAH,28/4/2022,SERVICE RESIDENCE,LEASEHOLD,678,590,400000,1,kuala-lumpur,sungai-besi,3.0638443,101.7083805
752,MIDFIELDS 1,5/5/2022,CONDOMINIUM,LEASEHOLD,1074,406,436207,1,kuala-lumpur,sungai-besi,3.0638443,101.7083805
753,PANGSAPURI PERMAI,20/5/2022,APARTMENT,LEASEHOLD,646,310,200000,1,kuala-lumpur,sungai-besi,3.0638443,101.7083805
754,PANGSAPURI PERMAI,24/5/2022,APARTMENT,LEASEHOLD,646,341,220000,1,kuala-lumpur,sungai-besi,3.0638443,101.7083805
755,PANGSAPURI PERMAI,1/6/2022,APARTMENT,LEASEHOLD,678,295,200000,1,kuala-lumpur,sungai-besi,3.0638443,101.7083805
756,LAKE FIELD - MEADOWS & GLADES,3/6/2022,TERRACE HOUSE - INTERMEDIATE,LEASEHOLD,1602,811,1300000,3,kuala-lumpur,sungai-besi,3.0638443,101.7083805
757,PANGSAPURI PERMAI,8/6/2022,APARTMENT,LEASEHOLD,646,274,177000,1,kuala-lumpur,sungai-besi,3.0638443,101.7083805
758,LAKE FIELD - MEADOWS & GLADES,8/6/2022,TERRACE HOUSE - END LOT,LEASEHOLD,2404,582,1400000,3,kuala-lumpur,sungai-besi,3.0638443,101.7083805
759,PPR RAYA PERMAI,9/6/2022,FLAT,LEASEHOLD,646,252,163000,1,kuala-lumpur,sungai-besi,3.0638443,101.7083805
760,LAKE FIELD - MEADOWS & GLADES,13/6/2022,TERRACE HOUSE - INTERMEDIATE,LEASEHOLD,1921,781,1500000,3,kuala-lumpur,sungai-besi,3.0638443,101.7083805
761,MIDFIELDS 2,17/6/2022,CONDOMINIUM,LEASEHOLD,1044,474,495000,1,kuala-lumpur,sungai-besi,3.0638443,101.7083805
762,LAKE FIELD - MEADOWS & GLADES,20/6/2022,TERRACE HOUSE - INTERMEDIATE,LEASEHOLD,1500,533,800000,3,kuala-lumpur,sungai-besi,3.0638443,101.7083805
763,MIDFIELDS 2,21/6/2022,CONDOMINIUM,LEASEHOLD,1082,462,500000,1,kuala-lumpur,sungai-besi,3.0638443,101.7083805
764,MIDFIELDS 1,23/6/2022,CONDOMINIUM,LEASEHOLD,1140,417,475000,1,kuala-lumpur,sungai-besi,3.0638443,101.7083805
765,LAKE FIELD - MEADOWS & GLADES,27/6/2022,TERRACE HOUSE - INTERMEDIATE,LEASEHOLD,1500,683,1025000,3,kuala-lumpur,sungai-besi,3.0638443,101.7083805
766,LAKE FIELD - GROVE,28/6/2022,SEMI-D,LEASEHOLD,3762,638,2400000,3,kuala-lumpur,sungai-besi,3.0638443,101.7083805
767,LAKE FIELD - MEADOWS & GLADES,29/6/2022,TERRACE HOUSE - INTERMEDIATE,LEASEHOLD,1500,733,1100000,3,kuala-lumpur,sungai-besi,3.0638443,101.7083805
768,PINNACLE SRI PETALING,9/3/2023,SERVICE RESIDENCE,LEASEHOLD,657,761,500000,1,kuala-lumpur,sri-petaling,3.061546,101.6870867
769,PINNACLE SRI PETALING,30/1/2023,SERVICE RESIDENCE,LEASEHOLD,829,688,570000,1,kuala-lumpur,sri-petaling,3.061546,101.6870867
770,PINNACLE SRI PETALING,4/1/2023,SERVICE RESIDENCE,LEASEHOLD,753,717,540000,1,kuala-lumpur,sri-petaling,3.061546,101.6870867
771,PINNACLE SRI PETALING,30/11/2022,SERVICE RESIDENCE,LEASEHOLD,969,741,718000,1,kuala-lumpur,sri-petaling,3.061546,101.6870867
772,PINNACLE SRI PETALING,7/11/2022,SERVICE RESIDENCE,LEASEHOLD,657,807,530000,1,kuala-lumpur,sri-petaling,3.061546,101.6870867
773,PINNACLE SRI PETALING,5/9/2022,SERVICE RESIDENCE,LEASEHOLD,829,694,575000,1,kuala-lumpur,sri-petaling,3.061546,101.6870867
774,PINNACLE SRI PETALING,1/9/2022,SERVICE RESIDENCE,LEASEHOLD,861,661,569300,1,kuala-lumpur,sri-petaling,3.061546,101.6870867
775,PINNACLE SRI PETALING,12/8/2022,SERVICE RESIDENCE,LEASEHOLD,872,654,570000,1,kuala-lumpur,sri-petaling,3.061546,101.6870867
776,PINNACLE SRI PETALING,25/7/2022,SERVICE RESIDENCE,LEASEHOLD,753,770,580000,1,kuala-lumpur,sri-petaling,3.061546,101.6870867
777,PINNACLE SRI PETALING,21/7/2022,SERVICE RESIDENCE,LEASEHOLD,807,758,612000,1,kuala-lumpur,sri-petaling,3.061546,101.6870867
778,PINNACLE SRI PETALING,20/7/2022,SERVICE RESIDENCE,LEASEHOLD,872,677,590000,1,kuala-lumpur,sri-petaling,3.061546,101.6870867
779,PINNACLE SRI PETALING,20/7/2022,SERVICE RESIDENCE,LEASEHOLD,657,731,480000,1,kuala-lumpur,sri-petaling,3.061546,101.6870867
780,PINNACLE SRI PETALING,15/7/2022,SERVICE RESIDENCE,LEASEHOLD,926,540,500000,1,kuala-lumpur,sri-petaling,3.061546,101.6870867
781,PINNACLE SRI PETALING,30/6/2022,SERVICE RESIDENCE,LEASEHOLD,883,736,650000,1,kuala-lumpur,sri-petaling,3.061546,101.6870867
782,PINNACLE SRI PETALING,16/6/2022,SERVICE RESIDENCE,LEASEHOLD,657,723,475000,1,kuala-lumpur,sri-petaling,3.061546,101.6870867
783,PINNACLE SRI PETALING,13/6/2022,SERVICE RESIDENCE,LEASEHOLD,829,676,560000,1,kuala-lumpur,sri-petaling,3.061546,101.6870867
784,PINNACLE SRI PETALING,7/6/2022,SERVICE RESIDENCE,LEASEHOLD,689,718,495000,1,kuala-lumpur,sri-petaling,3.061546,101.6870867
785,PINNACLE SRI PETALING,18/4/2022,SERVICE RESIDENCE,LEASEHOLD,861,616,530000,1,kuala-lumpur,sri-petaling,3.061546,101.6870867
786,PINNACLE SRI PETALING,12/4/2022,SERVICE RESIDENCE,LEASEHOLD,657,735,483000,1,kuala-lumpur,sri-petaling,3.061546,101.6870867
787,SRI PELANGI,26/4/2023,CONDOMINIUM,FREEHOLD,936,324,303000,1,kuala-lumpur,setapak,3.1975774,101.7139655
788,SRI PELANGI,31/3/2023,CONDOMINIUM,FREEHOLD,936,374,350000,1,kuala-lumpur,setapak,3.1975774,101.7139655
789,SRI PELANGI,15/3/2023,CONDOMINIUM,FREEHOLD,904,387,350000,1,kuala-lumpur,setapak,3.1975774,101.7139655
790,SRI PELANGI,2/3/2023,CONDOMINIUM,FREEHOLD,936,347,325000,1,kuala-lumpur,setapak,3.1975774,101.7139655
791,SRI PELANGI,8/2/2023,CONDOMINIUM,FREEHOLD,926,286,265000,1,kuala-lumpur,setapak,3.1975774,101.7139655
792,SRI PELANGI,18/1/2023,CONDOMINIUM,FREEHOLD,926,297,275000,1,kuala-lumpur,setapak,3.1975774,101.7139655
793,SRI PELANGI,16/1/2023,CONDOMINIUM,FREEHOLD,926,300,278000,1,kuala-lumpur,setapak,3.1975774,101.7139655
794,SRI PELANGI,25/11/2022,CONDOMINIUM,FREEHOLD,926,292,270000,1,kuala-lumpur,setapak,3.1975774,101.7139655
795,SRI PELANGI,3/11/2022,CONDOMINIUM,FREEHOLD,1023,323,330000,1,kuala-lumpur,setapak,3.1975774,101.7139655
796,SRI PELANGI,17/10/2022,CONDOMINIUM,FREEHOLD,926,268,248000,1,kuala-lumpur,setapak,3.1975774,101.7139655
797,SRI PELANGI,26/9/2022,CONDOMINIUM,FREEHOLD,936,406,380000,1,kuala-lumpur,setapak,3.1975774,101.7139655
798,SRI PELANGI,9/9/2022,CONDOMINIUM,FREEHOLD,926,337,312000,1,kuala-lumpur,setapak,3.1975774,101.7139655
799,SRI PELANGI,22/8/2022,CONDOMINIUM,FREEHOLD,936,337,315000,1,kuala-lumpur,setapak,3.1975774,101.7139655
800,SRI PELANGI,3/6/2022,CONDOMINIUM,FREEHOLD,936,363,340000,1,kuala-lumpur,setapak,3.1975774,101.7139655
801,SRI PELANGI,26/5/2022,CONDOMINIUM,FREEHOLD,936,310,290000,1,kuala-lumpur,setapak,3.1975774,101.7139655
802,PLATINUM HILL PV5,27/4/2023,CONDOMINIUM,FREEHOLD,1270,311,395000,1,kuala-lumpur,setapak,3.1975774,101.7139655
803,PLATINUM HILL PV5,27/2/2023,CONDOMINIUM,FREEHOLD,1270,291,370000,1,kuala-lumpur,setapak,3.1975774,101.7139655
804,PLATINUM HILL PV5,20/2/2023,CONDOMINIUM,FREEHOLD,1335,337,450000,1,kuala-lumpur,setapak,3.1975774,101.7139655
805,PLATINUM HILL PV5,26/1/2023,CONDOMINIUM,FREEHOLD,1270,332,422000,1,kuala-lumpur,setapak,3.1975774,101.7139655
806,PLATINUM HILL PV5,2/12/2022,CONDOMINIUM,FREEHOLD,1270,280,355000,1,kuala-lumpur,setapak,3.1975774,101.7139655
807,PLATINUM HILL PV5,21/11/2022,CONDOMINIUM,FREEHOLD,1281,351,450000,1,kuala-lumpur,setapak,3.1975774,101.7139655
808,PLATINUM HILL PV5,1/10/2022,CONDOMINIUM,FREEHOLD,1270,323,410000,1,kuala-lumpur,setapak,3.1975774,101.7139655
809,PLATINUM HILL PV5,22/9/2022,CONDOMINIUM,FREEHOLD,1272,311,395000,1,kuala-lumpur,setapak,3.1975774,101.7139655
810,PLATINUM HILL PV5,5/9/2022,CONDOMINIUM,FREEHOLD,1335,322,430000,1,kuala-lumpur,setapak,3.1975774,101.7139655
811,PLATINUM HILL PV5,22/8/2022,CONDOMINIUM,FREEHOLD,1270,362,460000,1,kuala-lumpur,setapak,3.1975774,101.7139655
812,PLATINUM HILL PV5,9/8/2022,CONDOMINIUM,FREEHOLD,1335,285,380000,1,kuala-lumpur,setapak,3.1975774,101.7139655
813,PLATINUM HILL PV5,4/8/2022,CONDOMINIUM,FREEHOLD,1270,311,395000,1,kuala-lumpur,setapak,3.1975774,101.7139655
814,PLATINUM HILL PV5,12/7/2022,CONDOMINIUM,FREEHOLD,1270,315,400000,1,kuala-lumpur,setapak,3.1975774,101.7139655
815,PLATINUM HILL PV5,20/5/2022,CONDOMINIUM,FREEHOLD,1270,331,420000,1,kuala-lumpur,setapak,3.1975774,101.7139655
816,PLATINUM HILL PV5,10/5/2022,CONDOMINIUM,FREEHOLD,1270,354,450000,1,kuala-lumpur,setapak,3.1975774,101.7139655
817,TAMAN PUSAT KEPONG,20/3/2023,FLAT,LEASEHOLD,2002,92,185000,1,kuala-lumpur,segambut,3.1864418,101.6641964
818,TAMAN PUSAT KEPONG,15/3/2023,FLAT,LEASEHOLD,855,234,200000,1,kuala-lumpur,segambut,3.1864418,101.6641964
819,TAMAN PUSAT KEPONG,13/3/2023,FLAT,LEASEHOLD,619,291,180000,1,kuala-lumpur,segambut,3.1864418,101.6641964
820,TAMAN PUSAT KEPONG,3/3/2023,FLAT,LEASEHOLD,855,208,178000,1,kuala-lumpur,segambut,3.1864418,101.6641964
821,TAMAN PUSAT KEPONG,19/12/2022,FLAT,LEASEHOLD,935,216,202000,1,kuala-lumpur,segambut,3.1864418,101.6641964
822,TAMAN PUSAT KEPONG,9/12/2022,FLAT,LEASEHOLD,935,182,170000,1,kuala-lumpur,segambut,3.1864418,101.6641964
823,TAMAN PUSAT KEPONG,4/10/2022,FLAT,LEASEHOLD,893,146,130000,1,kuala-lumpur,segambut,3.1864418,101.6641964
824,TAMAN PUSAT KEPONG,29/9/2022,FLAT,LEASEHOLD,935,235,220000,1,kuala-lumpur,segambut,3.1864418,101.6641964
825,TAMAN PUSAT KEPONG,22/9/2022,FLAT,LEASEHOLD,780,192,150000,1,kuala-lumpur,segambut,3.1864418,101.6641964
826,TAMAN PUSAT KEPONG,7/9/2022,FLAT,LEASEHOLD,935,182,170000,1,kuala-lumpur,segambut,3.1864418,101.6641964
827,TAMAN PUSAT KEPONG,19/7/2022,FLAT,LEASEHOLD,935,193,180000,1,kuala-lumpur,segambut,3.1864418,101.6641964
828,TAMAN PUSAT KEPONG,5/7/2022,FLAT,LEASEHOLD,2002,69,138000,1,kuala-lumpur,segambut,3.1864418,101.6641964
829,TAMAN PUSAT KEPONG,4/7/2022,FLAT,LEASEHOLD,935,118,110000,1,kuala-lumpur,segambut,3.1864418,101.6641964
830,TAMAN PUSAT KEPONG,29/6/2022,FLAT,LEASEHOLD,829,133,110000,1,kuala-lumpur,segambut,3.1864418,101.6641964
831,TAMAN PUSAT KEPONG,28/6/2022,FLAT,LEASEHOLD,935,203,190000,1,kuala-lumpur,segambut,3.1864418,101.6641964
832,TAMAN PUSAT KEPONG,21/6/2022,FLAT,LEASEHOLD,829,215,178000,1,kuala-lumpur,segambut,3.1864418,101.6641964
833,MENARA ORKID,20/4/2023,APARTMENT,LEASEHOLD,850,353,300000,1,kuala-lumpur,sentul,3.1785862,101.6955056
834,MENARA ORKID,6/4/2023,APARTMENT,LEASEHOLD,850,306,260000,1,kuala-lumpur,sentul,3.1785862,101.6955056
835,MENARA ORKID,22/3/2023,APARTMENT,LEASEHOLD,850,412,350000,1,kuala-lumpur,sentul,3.1785862,101.6955056
836,MENARA ORKID,13/1/2023,APARTMENT,LEASEHOLD,850,318,270000,1,kuala-lumpur,sentul,3.1785862,101.6955056
837,MENARA ORKID,29/11/2022,APARTMENT,LEASEHOLD,850,271,230000,1,kuala-lumpur,sentul,3.1785862,101.6955056
838,MENARA ORKID,29/11/2022,APARTMENT,LEASEHOLD,850,341,290000,1,kuala-lumpur,sentul,3.1785862,101.6955056
839,MENARA ORKID,13/10/2022,APARTMENT,LEASEHOLD,850,388,330000,1,kuala-lumpur,sentul,3.1785862,101.6955056
840,MENARA ORKID,12/10/2022,APARTMENT,LEASEHOLD,850,300,255000,1,kuala-lumpur,sentul,3.1785862,101.6955056
841,MENARA ORKID,7/9/2022,APARTMENT,LEASEHOLD,850,312,265000,1,kuala-lumpur,sentul,3.1785862,101.6955056
842,MENARA ORKID,1/9/2022,APARTMENT,LEASEHOLD,850,353,300000,1,kuala-lumpur,sentul,3.1785862,101.6955056
843,MENARA ORKID,10/8/2022,APARTMENT,LEASEHOLD,850,328,279000,1,kuala-lumpur,sentul,3.1785862,101.6955056
844,MENARA ORKID,28/7/2022,APARTMENT,LEASEHOLD,850,329,280000,1,kuala-lumpur,sentul,3.1785862,101.6955056
845,MENARA ORKID,14/6/2022,APARTMENT,LEASEHOLD,850,412,350000,1,kuala-lumpur,sentul,3.1785862,101.6955056
846,MENARA ORKID,2/6/2022,APARTMENT,LEASEHOLD,850,306,260000,1,kuala-lumpur,sentul,3.1785862,101.6955056
847,SALAK SOUTH GARDEN,7/3/2023,APARTMENT,FREEHOLD,678,206,140000,1,kuala-lumpur,salak-south,3.0981912,101.7053393
848,KB SALAK SELATAN,24/3/2022,BUNGALOW,LEASEHOLD,2483,262,650000,2,kuala-lumpur,salak-south,3.0981912,101.7053393
849,KB SALAK SELATAN,12/5/2022,BUNGALOW,LEASEHOLD,4600,137,630000,1,kuala-lumpur,salak-south,3.0981912,101.7053393
850,KB SALAK SELATAN,30/5/2022,BUNGALOW,LEASEHOLD,3423,143,490000,1,kuala-lumpur,salak-south,3.0981912,101.7053393
851,KB SALAK SELATAN,13/6/2022,BUNGALOW,LEASEHOLD,5188,93,480000,1,kuala-lumpur,salak-south,3.0981912,101.7053393
852,KB SALAK SELATAN,17/8/2022,BUNGALOW,LEASEHOLD,4661,86,400000,1,kuala-lumpur,salak-south,3.0981912,101.7053393
853,KB SALAK SELATAN,22/8/2022,BUNGALOW,LEASEHOLD,3563,192,685000,1,kuala-lumpur,salak-south,3.0981912,101.7053393
854,KB SALAK SELATAN,14/2/2023,BUNGALOW,LEASEHOLD,4951,101,500000,1,kuala-lumpur,salak-south,3.0981912,101.7053393
855,KB SALAK SELATAN,16/2/2023,BUNGALOW,LEASEHOLD,3552,155,550000,1,kuala-lumpur,salak-south,3.0981912,101.7053393
856,KB SALAK SELATAN,22/2/2023,BUNGALOW,LEASEHOLD,4263,143,610000,1,kuala-lumpur,salak-south,3.0981912,101.7053393
857,RESIDENSI VYNE,25/4/2022,CONDOMINIUM,LEASEHOLD,1238,606,750000,1,kuala-lumpur,salak-south,3.0981912,101.7053393
858,1 RAZAK MANSION,13/5/2022,CONDOMINIUM,LEASEHOLD,807,378,305000,1,kuala-lumpur,salak-south,3.0981912,101.7053393
859,RESIDENSI VYNE,22/5/2022,CONDOMINIUM,LEASEHOLD,829,519,430000,1,kuala-lumpur,salak-south,3.0981912,101.7053393
860,1 RAZAK MANSION,7/6/2022,CONDOMINIUM,LEASEHOLD,807,173,140000,1,kuala-lumpur,salak-south,3.0981912,101.7053393
861,VISTA ANGKASA,17/4/2023,APARTMENT,LEASEHOLD,441,499,220000,1,kuala-lumpur,pantai,3.1084,101.6662
862,VISTA ANGKASA,6/4/2023,APARTMENT,LEASEHOLD,1001,350,350000,1,kuala-lumpur,pantai,3.1084,101.6662
863,VISTA ANGKASA,1/3/2023,APARTMENT,LEASEHOLD,936,400,374299,1,kuala-lumpur,pantai,3.1084,101.6662
864,VISTA ANGKASA,22/12/2022,APARTMENT,LEASEHOLD,936,385,360000,1,kuala-lumpur,pantai,3.1084,101.6662
865,VISTA ANGKASA,19/12/2022,APARTMENT,LEASEHOLD,936,385,360000,1,kuala-lumpur,pantai,3.1084,101.6662
866,VISTA ANGKASA,1/12/2022,APARTMENT,LEASEHOLD,1001,380,380000,1,kuala-lumpur,pantai,3.1084,101.6662
867,VISTA ANGKASA,22/11/2022,APARTMENT,LEASEHOLD,883,481,425000,1,kuala-lumpur,pantai,3.1084,101.6662
868,VISTA ANGKASA,10/11/2022,APARTMENT,LEASEHOLD,1001,450,450000,1,kuala-lumpur,pantai,3.1084,101.6662
869,VISTA ANGKASA,8/11/2022,APARTMENT,LEASEHOLD,441,510,225000,1,kuala-lumpur,pantai,3.1084,101.6662
870,VISTA ANGKASA,26/9/2022,APARTMENT,LEASEHOLD,581,310,180000,1,kuala-lumpur,pantai,3.1084,101.6662
871,VISTA ANGKASA,15/8/2022,APARTMENT,LEASEHOLD,581,293,170000,1,kuala-lumpur,pantai,3.1084,101.6662
872,VISTA ANGKASA,12/8/2022,APARTMENT,LEASEHOLD,1001,460,460000,1,kuala-lumpur,pantai,3.1084,101.6662
873,VISTA ANGKASA,30/6/2022,APARTMENT,LEASEHOLD,936,374,350000,1,kuala-lumpur,pantai,3.1084,101.6662
874,VISTA ANGKASA,26/6/2022,APARTMENT,LEASEHOLD,936,443,415000,1,kuala-lumpur,pantai,3.1084,101.6662
875,VISTA ANGKASA,22/6/2022,APARTMENT,LEASEHOLD,1001,450,450000,1,kuala-lumpur,pantai,3.1084,101.6662
876,VISTA ANGKASA,20/6/2022,APARTMENT,LEASEHOLD,581,379,220000,1,kuala-lumpur,pantai,3.1084,101.6662
877,VISTA ANGKASA,14/6/2022,APARTMENT,LEASEHOLD,1055,360,380000,1,kuala-lumpur,pantai,3.1084,101.6662
878,VISTA ANGKASA,13/5/2022,APARTMENT,LEASEHOLD,750,427,320000,1,kuala-lumpur,pantai,3.1084,101.6662
879,MONT KIARA PELANGI,7/6/2023,CONDOMINIUM,FREEHOLD,1389,562,780000,1,kuala-lumpur,mont-kiara,3.1699988,101.6521467
880,MONT KIARA PELANGI,25/5/2023,CONDOMINIUM,FREEHOLD,1389,547,760000,1,kuala-lumpur,mont-kiara,3.1699988,101.6521467
881,MONT KIARA PELANGI,18/5/2023,CONDOMINIUM,FREEHOLD,1389,576,800000,1,kuala-lumpur,mont-kiara,3.1699988,101.6521467
882,MONT KIARA PELANGI,12/5/2023,CONDOMINIUM,FREEHOLD,1206,605,730000,1,kuala-lumpur,mont-kiara,3.1699988,101.6521467
883,MONT KIARA PELANGI,11/5/2023,CONDOMINIUM,FREEHOLD,1206,597,720000,1,kuala-lumpur,mont-kiara,3.1699988,101.6521467
884,MONT KIARA PELANGI,8/2/2023,CONDOMINIUM,FREEHOLD,2519,397,1000000,1,kuala-lumpur,mont-kiara,3.1699988,101.6521467
885,MONT KIARA PELANGI,18/1/2023,CONDOMINIUM,FREEHOLD,1389,467,648888,1,kuala-lumpur,mont-kiara,3.1699988,101.6521467
886,MONT KIARA PELANGI,14/12/2022,CONDOMINIUM,FREEHOLD,1206,332,400000,1,kuala-lumpur,mont-kiara,3.1699988,101.6521467
887,MONT KIARA PELANGI,26/8/2022,CONDOMINIUM,FREEHOLD,1389,576,800000,1,kuala-lumpur,mont-kiara,3.1699988,101.6521467
888,MONT KIARA PELANGI,2/8/2022,CONDOMINIUM,FREEHOLD,1227,571,700000,1,kuala-lumpur,mont-kiara,3.1699988,101.6521467
889,MONT KIARA PELANGI,5/7/2022,CONDOMINIUM,FREEHOLD,1281,543,695000,1,kuala-lumpur,mont-kiara,3.1699988,101.6521467
890,MONT KIARA PELANGI,4/7/2022,CONDOMINIUM,FREEHOLD,1281,609,780000,1,kuala-lumpur,mont-kiara,3.1699988,101.6521467
891,KIARA VILLE,9/5/2023,CONDOMINIUM,FREEHOLD,2400,688,1650000,1,kuala-lumpur,mont-kiara,3.1699988,101.6521467
892,KIARA VILLE,13/4/2023,CONDOMINIUM,FREEHOLD,1593,615,980000,1,kuala-lumpur,mont-kiara,3.1699988,101.6521467
893,KIARA VILLE,28/3/2023,CONDOMINIUM,FREEHOLD,1593,628,1000000,1,kuala-lumpur,mont-kiara,3.1699988,101.6521467
894,KIARA VILLE,15/3/2023,CONDOMINIUM,FREEHOLD,2400,688,1650000,1,kuala-lumpur,mont-kiara,3.1699988,101.6521467
895,KIARA VILLE,31/1/2023,CONDOMINIUM,FREEHOLD,1873,667,1250000,1,kuala-lumpur,mont-kiara,3.1699988,101.6521467
896,KIARA VILLE,3/1/2023,CONDOMINIUM,FREEHOLD,2400,688,1650000,1,kuala-lumpur,mont-kiara,3.1699988,101.6521467
897,KIARA VILLE,12/10/2022,CONDOMINIUM,FREEHOLD,3434,633,2175000,1,kuala-lumpur,mont-kiara,3.1699988,101.6521467
898,KIARA VILLE,5/9/2022,CONDOMINIUM,FREEHOLD,3983,690,2750000,1,kuala-lumpur,mont-kiara,3.1699988,101.6521467
899,KIARA VILLE,18/8/2022,CONDOMINIUM,FREEHOLD,1615,619,1000000,1,kuala-lumpur,mont-kiara,3.1699988,101.6521467
900,KIARA VILLE,8/8/2022,CONDOMINIUM,FREEHOLD,1873,614,1150000,1,kuala-lumpur,mont-kiara,3.1699988,101.6521467
901,KIARA VILLE,1/8/2022,CONDOMINIUM,FREEHOLD,5199,760,3950000,1,kuala-lumpur,mont-kiara,3.1699988,101.6521467
902,KIARA VILLE,4/7/2022,CONDOMINIUM,FREEHOLD,3326,782,2600000,1,kuala-lumpur,mont-kiara,3.1699988,101.6521467
903,11 MONT KIARA @ MK11,17/3/2023,CONDOMINIUM,FREEHOLD,3703,772,2860000,1,kuala-lumpur,mont-kiara,3.1699988,101.6521467
904,11 MONT KIARA @ MK11,31/1/2023,CONDOMINIUM,FREEHOLD,3154,796,2510000,1,kuala-lumpur,mont-kiara,3.1699988,101.6521467
905,11 MONT KIARA @ MK11,30/12/2022,CONDOMINIUM,FREEHOLD,3305,781,2580000,1,kuala-lumpur,mont-kiara,3.1699988,101.6521467
906,11 MONT KIARA @ MK11,15/12/2022,CONDOMINIUM,FREEHOLD,3305,787,2600000,1,kuala-lumpur,mont-kiara,3.1699988,101.6521467
907,11 MONT KIARA @ MK11,15/11/2022,CONDOMINIUM,FREEHOLD,3305,756,2500000,1,kuala-lumpur,mont-kiara,3.1699988,101.6521467
908,11 MONT KIARA @ MK11,28/10/2022,CONDOMINIUM,FREEHOLD,3703,805,2980000,1,kuala-lumpur,mont-kiara,3.1699988,101.6521467
909,11 MONT KIARA @ MK11,30/8/2022,CONDOMINIUM,FREEHOLD,2702,851,2300000,1,kuala-lumpur,mont-kiara,3.1699988,101.6521467
910,11 MONT KIARA @ MK11,22/8/2022,CONDOMINIUM,FREEHOLD,3305,750,2480000,1,kuala-lumpur,mont-kiara,3.1699988,101.6521467
911,11 MONT KIARA @ MK11,18/8/2022,CONDOMINIUM,FREEHOLD,2702,811,2190000,1,kuala-lumpur,mont-kiara,3.1699988,101.6521467
912,11 MONT KIARA @ MK11,8/8/2022,CONDOMINIUM,FREEHOLD,3154,793,2500000,1,kuala-lumpur,mont-kiara,3.1699988,101.6521467
913,11 MONT KIARA @ MK11,22/7/2022,CONDOMINIUM,FREEHOLD,3703,797,2950000,1,kuala-lumpur,mont-kiara,3.1699988,101.6521467
914,11 MONT KIARA @ MK11,15/7/2022,CONDOMINIUM,FREEHOLD,4693,844,3962000,1,kuala-lumpur,mont-kiara,3.1699988,101.6521467
915,11 MONT KIARA @ MK11,13/6/2022,CONDOMINIUM,FREEHOLD,2702,722,1950000,1,kuala-lumpur,mont-kiara,3.1699988,101.6521467
916,11 MONT KIARA @ MK11,10/5/2022,CONDOMINIUM,FREEHOLD,4532,662,3000000,1,kuala-lumpur,mont-kiara,3.1699988,101.6521467
917,11 MONT KIARA @ MK11,21/4/2022,CONDOMINIUM,FREEHOLD,2702,888,2400000,1,kuala-lumpur,mont-kiara,3.1699988,101.6521467
918,VISTA MUTIARA,30/5/2023,APARTMENT,LEASEHOLD,1109,406,450000,1,kuala-lumpur,kepong,3.2140294,101.634842
919,VISTA MUTIARA,4/4/2023,APARTMENT,LEASEHOLD,990,384,380000,1,kuala-lumpur,kepong,3.2140294,101.634842
920,VISTA MUTIARA,10/2/2023,APARTMENT,LEASEHOLD,996,402,400000,1,kuala-lumpur,kepong,3.2140294,101.634842
921,VISTA MUTIARA,16/1/2023,APARTMENT,LEASEHOLD,996,377,375000,1,kuala-lumpur,kepong,3.2140294,101.634842
922,VISTA MUTIARA,2/12/2022,APARTMENT,LEASEHOLD,1001,320,320000,1,kuala-lumpur,kepong,3.2140294,101.634842
923,VISTA MUTIARA,28/10/2022,APARTMENT,LEASEHOLD,3165,616,1950000,1,kuala-lumpur,kepong,3.2140294,101.634842
924,VISTA MUTIARA,16/10/2022,APARTMENT,LEASEHOLD,1001,360,360000,1,kuala-lumpur,kepong,3.2140294,101.634842
925,VISTA MUTIARA,30/9/2022,APARTMENT,LEASEHOLD,4241,354,1500000,1,kuala-lumpur,kepong,3.2140294,101.634842
926,VISTA MUTIARA,30/9/2022,APARTMENT,LEASEHOLD,3154,650,2050000,1,kuala-lumpur,kepong,3.2140294,101.634842
927,VISTA MUTIARA,29/9/2022,APARTMENT,LEASEHOLD,996,301,300000,1,kuala-lumpur,kepong,3.2140294,101.634842
928,VISTA MUTIARA,8/9/2022,APARTMENT,LEASEHOLD,1001,440,440000,1,kuala-lumpur,kepong,3.2140294,101.634842
929,VISTA MUTIARA,15/8/2022,APARTMENT,LEASEHOLD,990,424,420000,1,kuala-lumpur,kepong,3.2140294,101.634842
930,VISTA MUTIARA,3/6/2022,APARTMENT,LEASEHOLD,1130,354,400000,1,kuala-lumpur,kepong,3.2140294,101.634842
931,THE PARK RESIDENCES 1,14/6/2022,CONDOMINIUM,LEASEHOLD,1507,419,630887,1,kuala-lumpur,kampung-kerinchi--bangsar-south-,3.1087352,101.6680514
932,TAMAN BUKIT ANGKASA,16/6/2022,FLAT,LEASEHOLD,743,377,280000,1,kuala-lumpur,kampung-kerinchi--bangsar-south-,3.1087352,101.6680514
933,TAMAN BUKIT ANGKASA,24/6/2022,FLAT,LEASEHOLD,689,348,240000,1,kuala-lumpur,kampung-kerinchi--bangsar-south-,3.1087352,101.6680514
934,RESIDENSI ERA NOVUM,26/6/2022,SERVICE RESIDENCE,FREEHOLD,807,905,730000,1,kuala-lumpur,kampung-kerinchi--bangsar-south-,3.1087352,101.6680514
